#id	mapped_name	kegg_name
46	O43315	hsa:366
71	P19634	hsa:6548
80	P04920	hsa:6522
81	P05023|P05026|P13637|P14415|P50993|P54709|P54710|Q13733|Q9UN42	hsa:23439|hsa:476|hsa:477|hsa:478|hsa:480|hsa:481|hsa:482|hsa:483|hsa:486
86	P13569	hsa:1080
87	P47872	hsa:6344
93	P00918	hsa:760
100	Q9Y6R1	hsa:8671
105	O95467|P63092	hsa:2778
106	O43306|O60266|O60503|O95622|P40145|P51828|Q08462|Q08828|Q8NFM4	hsa:107|hsa:108|hsa:109|hsa:111|hsa:112|hsa:113|hsa:114|hsa:115|hsa:196883
119	P17612|P22612|P22694	hsa:5566|hsa:5567|hsa:5568
122	G3V0H7|P46721|Q9NPD5|Q9Y6L6	hsa:10599|hsa:28234|hsa:338821|hsa:6579
123	P07099	hsa:2052
124	Q14973	hsa:6554
125	O95342	hsa:8647
126	Q92887	hsa:1244
127	O15439	hsa:10257
128	O15438	hsa:8714
130	P22680	hsa:1581
131	Q96RI1	hsa:9971
134	Q9H222	hsa:64240
135	Q9H221	hsa:64241
136	P05023|P05026|P13637|P14415|P50993|P54709|P54710|Q13733|Q9UN42	hsa:23439|hsa:476|hsa:477|hsa:478|hsa:480|hsa:481|hsa:482|hsa:483|hsa:486
137	Q8TCC7|Q9Y694	hsa:10864|hsa:9376
138	O15245	hsa:6580
139	Q12908	hsa:6555
140	O15438	hsa:8714
141	O15439	hsa:10257
148	P21439	hsa:5244
149	P08183	hsa:5243
151	P13866	hsa:6523
152	P11166	hsa:6513
156	O94778	hsa:343
159	P19634	hsa:6548
170	Q15466	hsa:8431
181	Q12908	hsa:6555
192	P04920	hsa:6522
195	P08684	hsa:1576
196	O60656|O75310|O75795|P06133|P16662|P19224|P22309|P22310|P35503|P35504|P36537|P54855|Q6UWM9|Q9BY64|Q9HAW7|Q9HAW8|Q9HAW9|Q9Y4X1	hsa:10720|hsa:10941|hsa:54490|hsa:54575|hsa:54576|hsa:54577|hsa:54578|hsa:54579|hsa:54600|hsa:54657|hsa:54658|hsa:54659|hsa:574537|hsa:7363|hsa:7364|hsa:7365|hsa:7366|hsa:7367|hsa:79799
197	Q06520	hsa:6822
198	Q9Y2P5	hsa:10998
199	Q14032	hsa:570
201	P48764	hsa:6550
205	Q86UW1	hsa:200931
206	Q86UW2	hsa:123264
211	Q96RI1	hsa:9971
223	P00918	hsa:760
229	P55087	hsa:361
230	P29972	hsa:358
239	Q9UNQ0	hsa:9429
248	P08183	hsa:5243
257	P29972	hsa:358
258	P55087	hsa:361
263	Q86UW1	hsa:200931
264	Q86UW2	hsa:123264
267	Q9BY07	hsa:57835
283	Q9H2S1	hsa:3781
294	P19793	hsa:6256
296	P19793	hsa:6256
301	Q8WTV0	hsa:949
302	P01130	hsa:3949
307	P04035	hsa:3156
308	Q6PIU2	hsa:57552
326	P09683	hsa:6343
