#id	mapped_name	kegg_name
1	P01574	hsa:3456
2	O15111	hsa:1147
3	Q9Y4K3	hsa:7189
4	P51617	hsa:3654
5	Q9NWZ3	hsa:51135
6	Q99836	hsa:4615
7	Q99836	hsa:4615
8	Q99836	hsa:4615
9	Q9Y4K3	hsa:7189
10	P27361|P28482	hsa:5594|hsa:5595
11	P41279	hsa:1326
12	P19838	hsa:4790
13	P10451	hsa:6696
14	Q13114	hsa:7187
15	Q13546	hsa:8737
16	Q92985	hsa:3665
17	Q13568	hsa:3663
18	O14625	hsa:6373
19	P02778	hsa:3627
20	P01574	hsa:3456
21	P01562|P01563|P01566|P01567|P01568|P01569|P01570|P01571|P05013|P05014|P05015|P32881	hsa:3439|hsa:3440|hsa:3441|hsa:3442|hsa:3443|hsa:3444|hsa:3445|hsa:3446|hsa:3447|hsa:3448|hsa:3449|hsa:3451|hsa:3452
22	P42081	hsa:942
23	P25942	hsa:958
24	O14920	hsa:3551
25	O43318	hsa:6885
26	O15264|P53778|Q15759|Q16539	hsa:1432|hsa:5600|hsa:5603|hsa:6300
27	P51617	hsa:3654
28	O15111	hsa:1147
29	P10145	hsa:3576
30	P58753	hsa:114609
31	Q99836	hsa:4615
32	P63000	hsa:5879
33	P45983|P45984|P53779	hsa:5599|hsa:5601|hsa:5602
34	P01584	hsa:3553
35	Q9UHD2	hsa:29110
36	Q9Y4K3	hsa:7189
37	Q14164	hsa:9641
38	Q13158	hsa:8772
39	P05231	hsa:3569
40	P13501	hsa:6352
41	Q15750	hsa:10454
42	P31749|P31751|Q9Y243	hsa:10000|hsa:207|hsa:208
43	Q9NYJ8	hsa:23118
44	P42224	hsa:6772
45	P25963	hsa:4792
46	P01375	hsa:7124
47	Q14653	hsa:3661
48	P33681	hsa:941
49	O60603	hsa:7097
50	Q9Y6Y9	hsa:23643
51	O60602	hsa:7100
52	O15455	hsa:7098
53	O60603	hsa:7097
54	Q15399	hsa:7096
55	Q9Y2C9	hsa:10333
56	P18428	hsa:3929
57	Q9NR96	hsa:54106
58	O00206	hsa:7099
59	Q86XR7	hsa:353376
60	Q9H0E2	hsa:54472
61	Q8IUC6	hsa:148022
62	P58753	hsa:114609
63	P08571	hsa:929
64	Q9Y6K9	hsa:8517
65	Q9NWZ3	hsa:51135
66	Q14790	hsa:841
76	P10147|P16619	hsa:414062|hsa:6348|hsa:6349
77	Q07325	hsa:4283
78	O00329|O00459|P27986|P42336|P42338|Q92569	hsa:5290|hsa:5291|hsa:5293|hsa:5295|hsa:5296|hsa:8503
79	P17181|P48551	hsa:3454|hsa:3455
80	Q9NR97|Q9NYK1	hsa:51284|hsa:51311
81	O14733|P45985	hsa:5609|hsa:6416
82	P19838|Q04206	hsa:4790|hsa:5970
83	P46734|P52564	hsa:5606|hsa:5608
84	P36507|Q02750	hsa:5604|hsa:5605
85	P01100|P05412	hsa:2353|hsa:3725
86	P29459|P29460	hsa:3592|hsa:3593
87	P13236|Q8NHW4	hsa:388372|hsa:6351|hsa:9560
88	P43235	hsa:1513
